G_theta,T,V_oc,I_sc
872,35,84.94,24.304384
861,35,84.94,23.997792
848,35,84.94,23.635456
833,35,84.94,23.217376
816,35,84.94,22.743552
798,35,84.94,22.241856
738,35,84.94,20.569536
705,35,84.94,19.64976
671,35,84.94,18.702112
647,34,85.54,17.3569396
635,34,85.54,17.035018
602,34,85.54,16.1497336
572,34,85.54,15.3449296
570,34,85.54,15.291276
539,34,85.54,14.4596452
504,34,85.54,13.5207072
462,33,86.14,11.9110992
426,33,86.14,10.9829616
407,33,86.14,10.4931112
372,33,86.14,9.5907552
327,33,86.14,8.4305832
284,33,86.14,7.3219744
219,32,86.74,5.4172716
189,32,86.74,4.6751796
155,32,86.74,3.834142
131,32,86.74,3.2404684
119,32,86.74,2.9436316
105,32,86.74,2.597322
124,30,87.94,2.808104
157,31,87.34,3.7195184
191,31,87.34,4.5250192
227,31,87.34,5.3779024
264,31,87.34,6.2544768
302,31,87.34,7.1547424
340,31,87.34,8.055008
378,31,87.34,8.9552736
417,31,87.34,9.8792304
456,31,87.34,10.8031872
494,31,87.34,11.7034528
531,31,87.34,12.5800272
567,31,87.34,13.4329104
602,31,87.34,14.2621024
635,32,86.74,15.707614
667,32,86.74,16.4991788
697,32,86.74,17.2412708
726,32,86.74,17.9586264
753,32,86.74,18.6265092
779,33,86.14,20.0838664
803,33,86.14,20.7026248
825,33,86.14,21.26982
845,34,85.54,22.668646
863,34,85.54,23.1515284
879,34,85.54,23.5807572
893,34,85.54,23.9563324
904,34,85.54,24.2514272
913,34,85.54,24.4928684
920,34,85.54,24.680656
925,34,85.54,24.81479
928,34,85.54,24.8952704
929,34,85.54,24.9220972
929,34,85.54,24.9220972
927,34,85.54,24.8684436
923,34,85.54,24.7611364
916,34,85.54,24.5733488
908,34,85.54,24.3587344
898,34,85.54,24.0904664
886,34,85.54,23.7685448
872,34,85.54,23.3929696
856,34,85.54,22.9637408
838,34,85.54,22.4808584
818,34,85.54,21.9443224
797,34,85.54,21.3809596
774,34,85.54,20.7639432
750,34,85.54,20.1201
724,34,85.54,19.4226032
697,34,85.54,18.6982796
668,33,86.14,17.2221088
637,33,86.14,16.4228792
605,33,86.14,15.597868
571,33,86.14,14.7212936
536,33,86.14,13.8189376
500,33,86.14,12.8908
463,33,86.14,11.9368808
425,33,86.14,10.95718
386,32,86.74,9.5482504
347,32,86.74,8.5835308
308,32,86.74,7.6188112
270,32,86.74,6.678828
231,32,86.74,5.7141084
194,32,86.74,4.7988616
158,32,86.74,3.9083512
124,32,86.74,3.0673136
122,30,87.94,2.762812
158,30,87.94,3.578068
193,31,87.34,4.5724016
230,31,87.34,5.448976
268,31,87.34,6.3492416
306,31,87.34,7.2495072
345,31,87.34,8.173464
364,31,87.34,8.6235968
400,31,87.34,9.47648
461,31,87.34,10.9216432
499,31,87.34,11.8219088
536,31,87.34,12.6984832
572,31,87.34,13.5513664
591,31,87.34,14.0014992
640,31,87.34,15.162368
672,31,87.34,15.9204864
686,31,87.34,16.2521632
732,32,86.74,18.1070448
759,32,86.74,18.7749276
785,32,86.74,19.418074
810,33,86.14,20.883096
832,33,86.14,21.4502912
853,33,86.14,21.9917048
872,33,86.14,22.4815552
889,33,86.14,22.9198424
904,34,85.54,24.2514272
916,34,85.54,24.5733488
927,34,85.54,24.8684436
935,34,85.54,25.083058
942,34,85.54,25.2708456
947,34,85.54,25.4049796
949,34,85.54,25.4586332
949,34,85.54,25.4586332
947,34,85.54,25.4049796
943,34,85.54,25.2976724
938,34,85.54,25.1635384
930,34,85.54,24.948924
920,34,85.54,24.680656
908,34,85.54,24.3587344
894,34,85.54,23.9831592
859,34,85.54,23.0442212
860,34,85.54,23.071048
804,34,85.54,21.5687472
800,34,85.54,21.46144
758,34,85.54,20.3347144
732,34,85.54,19.6372176
704,34,85.54,18.8860672
709,33,86.14,18.2791544
661,33,86.14,17.0416376
646,33,86.14,16.6549136
576,33,86.14,14.8502016
549,32,86.74,13.5802836
527,32,86.74,13.0360828
496,32,86.74,12.2692544
424,32,86.74,10.4882336
366,32,86.74,9.0535224
370,32,86.74,9.152468
321,32,86.74,7.9403844
257,32,86.74,6.3572548
206,32,86.74,5.0956984
170,32,86.74,4.205188
154,32,86.74,3.8094056
126,32,86.74,3.1167864
111,30,87.94,2.513706
150,30,87.94,3.3969
182,30,87.94,4.121572
195,30,87.94,4.41597
243,30,87.94,5.502978
307,30,87.94,6.952322
347,30,87.94,7.858162
371,31,87.34,8.7894352
396,31,87.34,9.3817152
426,31,87.34,10.0924512
466,31,87.34,11.0400992
504,31,87.34,11.9403648
474,31,87.34,11.2296288
463,31,87.34,10.9690256
498,31,87.34,11.7982176
528,31,87.34,12.5089536
597,31,87.34,14.1436464
692,31,87.34,16.3943104
778,31,87.34,18.4317536
806,32,86.74,19.9375384
831,32,86.74,20.5559484
854,32,86.74,21.1248856
876,33,86.14,22.5846816
896,33,86.14,23.1003136
914,33,86.14,23.5643824
930,33,86.14,23.976888
943,33,86.14,24.3120488
953,33,86.14,24.5698648
961,34,85.54,25.7805548
967,34,85.54,25.9415156
971,34,85.54,26.0488228
973,34,85.54,26.1024764
974,34,85.54,26.1293032
974,34,85.54,26.1293032
971,34,85.54,26.0488228
967,34,85.54,25.9415156
961,34,85.54,25.7805548
953,34,85.54,25.5659404
942,34,85.54,25.2708456
930,34,85.54,24.948924
915,34,85.54,24.546522
899,34,85.54,24.1172932
881,34,85.54,23.6344108
861,34,85.54,23.0978748
838,34,85.54,22.4808584
814,34,85.54,21.8370152
788,34,85.54,21.1395184
760,34,85.54,20.388368
731,33,86.14,18.8463496
701,33,86.14,18.0729016
670,33,86.14,17.273672
637,33,86.14,16.4228792
604,33,86.14,15.5720864
568,32,86.74,14.0502752
532,32,86.74,13.1597648
495,32,86.74,12.244518
457,32,86.74,11.3045348
418,32,86.74,10.3398152
378,32,86.74,9.3503592
338,32,86.74,8.3609032
298,32,86.74,7.3714472
259,32,86.74,6.4067276
219,32,86.74,5.4172716
181,32,86.74,4.4772884
143,32,86.74,3.5373052
108,32,86.74,2.6715312
102,29,88.54,2.2032816
136,30,87.94,3.079856
176,30,87.94,3.985696
222,30,87.94,5.027412
272,30,87.94,6.159712
320,30,87.94,7.24672
361,30,87.94,8.175206
401,30,87.94,9.081046
440,30,87.94,9.96424
479,30,87.94,10.847434
518,30,87.94,11.730628
555,30,87.94,12.56853
591,30,87.94,13.383786
626,30,87.94,14.176396
661,30,87.94,14.969006
694,31,87.34,16.4416928
726,31,87.34,17.1998112
756,31,87.34,17.9105472
785,31,87.34,18.597592
812,32,86.74,20.0859568
838,32,86.74,20.7291032
861,32,86.74,21.2980404
883,33,86.14,22.7651528
903,33,86.14,23.2807848
921,33,86.14,23.7448536
937,33,86.14,24.1573592
951,33,86.14,24.5183016
963,34,85.54,25.8342084
973,34,85.54,26.1024764
981,34,85.54,26.3170908
987,34,85.54,26.4780516
990,34,85.54,26.558532
992,34,85.54,26.6121856
991,34,85.54,26.5853588
989,34,85.54,26.5317052
984,34,85.54,26.3975712
977,34,85.54,26.2097836
968,34,85.54,25.9683424
958,34,85.54,25.7000744
945,34,85.54,25.351326
930,34,85.54,24.948924
913,34,85.54,24.4928684
894,34,85.54,23.9831592
873,34,85.54,23.4197964
851,34,85.54,22.8296068
825,34,85.54,22.13211
798,34,85.54,21.4077864
770,34,85.54,20.656636
740,34,85.54,19.851832
709,34,85.54,19.0202012
677,33,86.14,17.4541432
644,33,86.14,16.6033504
609,33,86.14,15.7009944
574,33,86.14,14.7986384
536,33,86.14,13.8189376
498,33,86.14,12.8392368
459,33,86.14,11.8337544
420,32,86.74,10.389288
380,32,86.74,9.399832
339,32,86.74,8.3856396
299,32,86.74,7.3961836
258,32,86.74,6.3819912
218,32,86.74,5.3925352
180,32,86.74,4.452552
142,32,86.74,3.5125688
107,32,86.74,2.6467948
117,29,88.54,2.5272936
154,29,88.54,3.3265232
189,29,88.54,4.0825512
227,29,88.54,4.9033816
260,30,87.94,5.88796
295,30,87.94,6.68057
346,30,87.94,7.835516
395,30,87.94,8.94517
435,30,87.94,9.85101
486,30,87.94,11.005956
524,30,87.94,11.866504
562,30,87.94,12.727052
598,30,87.94,13.542308
633,30,87.94,14.334918
667,30,87.94,15.104882
700,30,87.94,15.8522
731,30,87.94,16.554226
760,31,87.34,18.005312
788,31,87.34,18.6686656
815,31,87.34,19.308328
840,32,86.74,20.778576
863,32,86.74,21.3475132
884,32,86.74,21.8669776
903,32,86.74,22.3369692
920,33,86.14,23.719072
936,33,86.14,24.1315776
949,33,86.14,24.4667384
958,33,86.14,24.6987728
966,34,85.54,25.9146888
972,34,85.54,26.0756496
975,34,85.54,26.15613
977,34,85.54,26.2097836
977,34,85.54,26.2097836
976,34,85.54,26.1829568
972,34,85.54,26.0756496
967,34,85.54,25.9415156
959,34,85.54,25.7269012
950,34,85.54,25.48546
938,34,85.54,25.1635384
925,34,85.54,24.81479
909,34,85.54,24.3855612
892,34,85.54,23.9295056
873,34,85.54,23.4197964
852,34,85.54,22.8564336
829,34,85.54,22.2394172
805,34,85.54,21.595574
780,34,85.54,20.924904
753,34,85.54,20.2005804
725,34,85.54,19.44943
696,34,85.54,18.6714528
665,33,86.14,17.144764
632,33,86.14,16.2939712
598,33,86.14,15.4173968
562,33,86.14,14.4892592
525,33,86.14,13.53534
487,33,86.14,12.5556392
448,32,86.74,11.0819072
408,32,86.74,10.0924512
368,32,86.74,9.1029952
328,32,86.74,8.1135392
287,32,86.74,7.0993468
248,32,86.74,6.1346272
208,32,86.74,5.1451712
170,32,86.74,4.205188
134,32,86.74,3.3146776
134,29,88.54,2.8945072
176,29,88.54,3.8017408
225,29,88.54,4.86018
264,30,87.94,5.978544
304,30,87.94,6.884384
344,30,87.94,7.790224
383,30,87.94,8.673418
423,30,87.94,9.579258
461,30,87.94,10.439806
500,30,87.94,11.323
537,30,87.94,12.160902
573,30,87.94,12.976158
609,30,87.94,13.791414
643,30,87.94,14.561378
676,30,87.94,15.308696
707,30,87.94,16.010722
737,31,87.34,17.4604144
765,31,87.34,18.123768
792,31,87.34,18.7634304
818,32,86.74,20.2343752
841,32,86.74,20.8033124
863,33,86.14,22.2495208
883,33,86.14,22.7651528
901,33,86.14,23.2292216
917,33,86.14,23.6417272
932,33,86.14,24.0284512
944,33,86.14,24.3378304
954,33,86.14,24.5956464
962,34,85.54,25.8073816
968,34,85.54,25.9683424
972,34,85.54,26.0756496
974,34,85.54,26.1293032
973,34,85.54,26.1024764
970,34,85.54,26.021996
966,34,85.54,25.9146888
959,34,85.54,25.7269012
950,34,85.54,25.48546
939,34,85.54,25.1903652
926,34,85.54,24.8416168
911,34,85.54,24.4392148
894,34,85.54,23.9831592
875,34,85.54,23.47345
855,34,85.54,22.936914
832,34,85.54,22.3198976
807,34,85.54,21.6492276
780,34,85.54,20.924904
752,34,85.54,20.1737536
722,34,85.54,19.3689496
691,34,85.54,18.5373188
659,33,86.14,16.9900744
626,33,86.14,16.1392816
591,33,86.14,15.2369256
555,33,86.14,14.308788
518,33,86.14,13.3548688
480,33,86.14,12.375168
442,33,86.14,11.3954672
402,33,86.14,10.3642032
363,32,86.74,8.9793132
323,32,86.74,7.9898572
283,32,86.74,7.0004012
244,32,86.74,6.0356816
205,32,86.74,5.070962
167,32,86.74,4.1309788
132,32,86.74,3.2652048
131,30,87.94,2.966626
165,30,87.94,3.73659
208,30,87.94,4.710368
249,30,87.94,5.638854
302,30,87.94,6.839092
341,30,87.94,7.722286
380,30,87.94,8.60548
419,30,87.94,9.488674
457,30,87.94,10.349222
495,30,87.94,11.20977
532,30,87.94,12.047672
568,30,87.94,12.862928
603,30,87.94,13.655538
636,30,87.94,14.402856
669,31,87.34,15.8494128
700,31,87.34,16.58384
729,31,87.34,17.2708848
757,31,87.34,17.9342384
783,31,87.34,18.5502096
808,32,86.74,19.9870112
831,32,86.74,20.5559484
852,32,86.74,21.0754128
872,33,86.14,22.4815552
889,33,86.14,22.9198424
905,33,86.14,23.332348
916,33,86.14,23.6159456
924,33,86.14,23.8221984
929,33,86.14,23.9511064
933,33,86.14,24.0542328
934,33,86.14,24.0800144
933,34,85.54,25.0294044
933,34,85.54,25.0294044
932,34,85.54,25.0025776
929,34,85.54,24.9220972
924,34,85.54,24.7879632
918,34,85.54,24.6270024
909,34,85.54,24.3855612
898,34,85.54,24.0904664
886,34,85.54,23.7685448
871,34,85.54,23.3661428
855,34,85.54,22.936914
837,34,85.54,22.4540316
817,34,85.54,21.9174956
795,34,85.54,21.327306
773,34,85.54,20.7371164
750,34,85.54,20.1201
724,34,85.54,19.4226032
698,33,86.14,17.9955568
669,33,86.14,17.2478904
639,33,86.14,16.4744424
607,33,86.14,15.6494312
573,33,86.14,14.7728568
539,32,86.74,13.3329196
503,32,86.74,12.4424092
466,32,86.74,11.5271624
428,32,86.74,10.5871792
390,32,86.74,9.647196
352,32,86.74,8.7072128
313,32,86.74,7.7424932
274,32,86.74,6.7777736
236,32,86.74,5.8377904
199,32,86.74,4.9225436
163,32,86.74,4.0320332
129,32,86.74,3.1909956
101,29,88.54,2.1816808
135,29,88.54,2.916108
173,30,87.94,3.917758
222,30,87.94,5.027412
266,30,87.94,6.023836
305,30,87.94,6.90703
345,30,87.94,7.81287
384,30,87.94,8.696064
423,30,87.94,9.579258
461,30,87.94,10.439806
499,30,87.94,11.300354
536,30,87.94,12.138256
572,30,87.94,12.953512
608,30,87.94,13.768768
642,30,87.94,14.538732
674,30,87.94,15.263404
706,30,87.94,15.988076
736,31,87.34,17.4367232
764,31,87.34,18.1000768
791,31,87.34,18.7397392
817,32,86.74,20.2096388
840,32,86.74,20.778576
862,32,86.74,21.3227768
882,33,86.14,22.7393712
900,33,86.14,23.20344
916,33,86.14,23.6159456
929,33,86.14,23.9511064
940,33,86.14,24.234704
949,33,86.14,24.4667384
955,33,86.14,24.621428
960,33,86.14,24.750336
963,33,86.14,24.8276808
964,33,86.14,24.8534624
964,33,86.14,24.8534624
962,33,86.14,24.8018992
958,33,86.14,24.6987728
952,33,86.14,24.5440832
944,33,86.14,24.3378304
933,34,85.54,25.0294044
921,34,85.54,24.7074828
906,34,85.54,24.3050808
889,34,85.54,23.8490252
871,34,85.54,23.3661428
851,34,85.54,22.8296068
829,34,85.54,22.2394172
805,34,85.54,21.595574
780,34,85.54,20.924904
753,33,86.14,19.4135448
725,33,86.14,18.69166
695,33,86.14,17.918212
664,33,86.14,17.1189824
632,33,86.14,16.2939712
598,32,86.74,14.7923672
563,32,86.74,13.9265932
527,32,86.74,13.0360828
490,32,86.74,12.120836
452,32,86.74,11.1808528
413,32,86.74,10.2161332
374,32,86.74,9.2514136
334,32,86.74,8.2619576
294,32,86.74,7.2725016
255,32,86.74,6.307782
216,32,86.74,5.3430624
177,32,86.74,4.3783428
141,32,86.74,3.4878324
106,32,86.74,2.6220584
110,29,88.54,2.376088
145,29,88.54,3.132116
184,30,87.94,4.166864
234,30,87.94,5.299164
280,30,87.94,6.34088
312,30,87.94,7.065552
360,30,87.94,8.15256
400,30,87.94,9.0584
440,30,87.94,9.96424
479,30,87.94,10.847434
517,31,87.34,12.2483504
554,31,87.34,13.1249248
590,31,87.34,13.977808
625,31,87.34,14.807
659,31,87.34,15.6125008
691,31,87.34,16.3706192
723,31,87.34,17.1287376
753,31,87.34,17.8394736
781,31,87.34,18.5028272
808,32,86.74,19.9870112
833,32,86.74,20.6054212
856,32,86.74,21.1743584
878,33,86.14,22.6362448
897,33,86.14,23.1260952
915,33,86.14,23.590164
931,33,86.14,24.0026696
945,33,86.14,24.363612
956,33,86.14,24.6472096
966,33,86.14,24.9050256
973,34,85.54,26.1024764
979,34,85.54,26.2634372
982,34,85.54,26.3439176
984,34,85.54,26.3975712
983,34,85.54,26.3707444
980,34,85.54,26.290264
975,34,85.54,26.15613
968,34,85.54,25.9683424
959,34,85.54,25.7269012
948,34,85.54,25.4318064
935,34,85.54,25.083058
920,34,85.54,24.680656
903,34,85.54,24.2246004
885,34,85.54,23.741718
864,34,85.54,23.1783552
841,34,85.54,22.5613388
814,34,85.54,21.8370152
787,34,85.54,21.1126916
757,34,85.54,20.3078876
727,34,85.54,19.5030836
695,33,86.14,17.918212
662,33,86.14,17.0674192
630,33,86.14,16.242408
596,33,86.14,15.3658336
561,33,86.14,14.4634776
524,33,86.14,13.5095584
487,33,86.14,12.5556392
448,33,86.14,11.5501568
409,33,86.14,10.5446744
370,33,86.14,9.539192
330,33,86.14,8.507928
290,33,86.14,7.476664
251,32,86.74,6.2088364
212,32,86.74,5.2441168
174,32,86.74,4.3041336
138,32,86.74,3.4136232
104,32,86.74,2.5725856
137,29,88.54,2.9593096
174,29,88.54,3.7585392
213,30,87.94,4.823598
253,30,87.94,5.729438
294,30,87.94,6.657924
334,30,87.94,7.563764
375,30,87.94,8.49225
415,30,87.94,9.39809
455,30,87.94,10.30393
494,30,87.94,11.187124
532,30,87.94,12.047672
569,30,87.94,12.885574
605,30,87.94,13.70083
640,30,87.94,14.49344
674,30,87.94,15.263404
706,31,87.34,16.7259872
736,31,87.34,17.4367232
766,31,87.34,18.1474592
793,31,87.34,18.7871216
820,31,87.34,19.426784
844,32,86.74,20.8775216
867,32,86.74,21.4464588
888,32,86.74,21.9659232
908,33,86.14,23.4096928
925,33,86.14,23.84798
941,33,86.14,24.2604856
954,33,86.14,24.5956464
964,33,86.14,24.8534624
971,34,85.54,26.0488228
977,34,85.54,26.2097836
981,34,85.54,26.3170908
983,34,85.54,26.3707444
984,34,85.54,26.3975712
983,34,85.54,26.3707444
981,34,85.54,26.3170908
976,34,85.54,26.1829568
969,34,85.54,25.9951692
961,34,85.54,25.7805548
950,34,85.54,25.48546
936,34,85.54,25.1098848
921,34,85.54,24.7074828
904,34,85.54,24.2514272
885,34,85.54,23.741718
864,34,85.54,23.1783552
841,34,85.54,22.5613388
816,34,85.54,21.8906688
789,34,85.54,21.1663452
761,34,85.54,20.4151948
732,34,85.54,19.6372176
701,33,86.14,18.0729016
669,33,86.14,17.2478904
636,33,86.14,16.3970976
601,33,86.14,15.4947416
566,33,86.14,14.5923856
529,33,86.14,13.6384664
491,33,86.14,12.6587656
452,33,86.14,11.6532832
413,33,86.14,10.6478008
374,33,86.14,9.6423184
334,33,86.14,8.6110544
294,33,86.14,7.5797904
255,33,86.14,6.574308
216,33,86.14,5.5688256
178,33,86.14,4.5891248
142,32,86.74,3.5125688
107,32,86.74,2.6467948
137,30,87.94,3.102502
180,30,87.94,4.07628
224,30,87.94,5.072704
264,31,87.34,6.2544768
304,31,87.34,7.2021248
344,31,87.34,8.1497728
385,31,87.34,9.121112
424,31,87.34,10.0450688
463,31,87.34,10.9690256
502,31,87.34,11.8929824
539,31,87.34,12.7695568
576,31,87.34,13.6461312
611,31,87.34,14.4753232
646,31,87.34,15.3045152
679,32,86.74,16.7960156
712,32,86.74,17.6123168
743,32,86.74,18.3791452
773,32,86.74,19.1212372
801,32,86.74,19.8138564
828,32,86.74,20.4817392
852,33,86.14,21.9659232
875,33,86.14,22.5589
896,33,86.14,23.1003136
915,34,85.54,24.546522
933,34,85.54,25.0294044
948,34,85.54,25.4318064
962,34,85.54,25.8073816
973,34,85.54,26.1024764
983,34,85.54,26.3707444
991,34,85.54,26.5853588
997,34,85.54,26.7463196
1000,34,85.54,26.8268
1002,34,85.54,26.8804536
1001,34,85.54,26.8536268
999,34,85.54,26.7999732
994,34,85.54,26.6658392
988,34,85.54,26.5048784
979,34,85.54,26.2634372
968,34,85.54,25.9683424
956,34,85.54,25.6464208
942,34,85.54,25.2708456
926,34,85.54,24.8416168
907,34,85.54,24.3319076
887,34,85.54,23.7953716
865,34,85.54,23.205182
840,34,85.54,22.534512
813,34,85.54,21.8101884
784,34,85.54,21.0322112
755,34,85.54,20.254234
723,34,85.54,19.3957764
691,34,85.54,18.5373188
659,33,86.14,16.9900744
625,33,86.14,16.1135
590,33,86.14,15.211144
553,33,86.14,14.2572248
516,33,86.14,13.3033056
478,33,86.14,12.3236048
439,33,86.14,11.3181224
400,33,86.14,10.31264
360,33,86.14,9.281376
320,33,86.14,8.250112
280,33,86.14,7.218848
240,33,86.14,6.187584
201,33,86.14,5.1821016
162,33,86.14,4.1766192
125,33,86.14,3.2227
111,30,87.94,2.513706
147,30,87.94,3.328962
184,30,87.94,4.166864
223,31,87.34,5.2831376
263,31,87.34,6.2307856
303,31,87.34,7.1784336
343,31,87.34,8.1260816
383,31,87.34,9.0737296
423,31,87.34,10.0213776
462,31,87.34,10.9453344
501,31,87.34,11.8692912
538,31,87.34,12.7458656
575,31,87.34,13.62244
611,31,87.34,14.4753232
646,32,86.74,15.9797144
679,32,86.74,16.7960156
711,32,86.74,17.5875804
741,32,86.74,18.3296724
770,32,86.74,19.047028
779,32,86.74,19.2696556
780,32,86.74,19.294392
804,33,86.14,20.7284064
832,33,86.14,21.4502912
853,33,86.14,21.9917048
872,34,85.54,23.3929696
889,34,85.54,23.8490252
943,34,85.54,25.2976724
955,34,85.54,25.619594
965,34,85.54,25.887862
974,34,85.54,26.1293032
980,34,85.54,26.290264
984,34,85.54,26.3975712
986,34,85.54,26.4512248
987,34,85.54,26.4780516
986,34,85.54,26.4512248
983,35,84.94,27.398176
978,35,84.94,27.258816
971,35,84.94,27.063712
962,35,84.94,26.812864
951,35,84.94,26.506272
938,35,84.94,26.143936
924,35,84.94,25.753728
907,35,84.94,25.279904
888,35,84.94,24.750336
868,35,84.94,24.192896
845,35,84.94,23.55184
821,35,84.94,22.882912
794,35,84.94,22.130368
767,34,85.54,20.5761556
738,34,85.54,19.7981784
708,34,85.54,18.9933744
677,34,85.54,18.1617436
645,34,85.54,17.303286
612,34,85.54,16.4180016
577,33,86.14,14.8759832
541,33,86.14,13.9478456
504,33,86.14,12.9939264
467,33,86.14,12.0400072
428,33,86.14,11.0345248
389,33,86.14,10.0290424
350,33,86.14,9.02356
310,33,86.14,7.992296
271,33,86.14,6.9868136
231,33,86.14,5.9555496
192,33,86.14,4.9500672
155,33,86.14,3.996148
118,33,86.14,3.0422288
139,31,87.34,3.2930768
175,31,87.34,4.14596
213,31,87.34,5.0462256
253,31,87.34,5.9938736
292,31,87.34,6.9178304
332,31,87.34,7.8654784
372,31,87.34,8.8131264
412,32,86.74,10.1913968
451,32,86.74,11.1561164
489,32,86.74,12.0960996
526,32,86.74,13.0113464
563,32,86.74,13.9265932
599,32,86.74,14.8171036
633,32,86.74,15.6581412
667,32,86.74,16.4991788
699,32,86.74,17.2907436
731,32,86.74,18.0823084
760,33,86.14,19.594016
789,33,86.14,20.3416824
815,33,86.14,21.012004
840,34,85.54,22.534512
863,34,85.54,23.1515284
884,34,85.54,23.7148912
904,35,84.94,25.196288
921,35,84.94,25.670112
937,35,84.94,26.116064
951,35,84.94,26.506272
962,35,84.94,26.812864
971,35,84.94,27.063712
978,35,84.94,27.258816
983,35,84.94,27.398176
986,35,84.94,27.481792
988,35,84.94,27.537536
987,35,84.94,27.509664
985,35,84.94,27.45392
980,35,84.94,27.31456
973,35,84.94,27.119456
965,36,84.34,27.905098
954,36,84.34,27.5870088
941,36,84.34,27.2110852
926,36,84.34,26.7773272
910,36,84.34,26.314652
891,36,84.34,25.7652252
871,36,84.34,25.1868812
849,36,84.34,24.5507028
825,35,84.94,22.9944
799,35,84.94,22.269728
772,35,84.94,21.517184
743,35,84.94,20.708896
713,35,84.94,19.872736
682,35,84.94,19.008704
649,34,85.54,17.4105932
616,34,85.54,16.5253088
581,34,85.54,15.5863708
544,34,85.54,14.5937792
507,34,85.54,13.6011876
469,34,85.54,12.5817692
430,34,85.54,11.535524
390,34,85.54,10.462452
350,34,85.54,9.38938
310,34,85.54,8.316308
270,34,85.54,7.243236
230,33,86.14,5.929768
191,33,86.14,4.9242856
153,33,86.14,3.9445848
117,33,86.14,3.0164472
119,31,87.34,2.8192528
152,31,87.34,3.6010624
187,32,86.74,4.6257068
223,32,86.74,5.5162172
260,32,86.74,6.431464
298,32,86.74,7.3714472
335,32,86.74,8.286694
373,32,86.74,9.2266772
412,32,86.74,10.1913968
452,32,86.74,11.1808528
491,32,86.74,12.1455724
530,32,86.74,13.110292
567,32,86.74,14.0255388
604,32,86.74,14.9407856
638,33,86.14,16.4486608
670,33,86.14,17.273672
700,33,86.14,18.04712
729,33,86.14,18.7947864
756,33,86.14,19.4908896
782,34,85.54,20.9785576
807,34,85.54,21.6492276
830,34,85.54,22.266244
851,35,84.94,23.719072
870,35,84.94,24.24864
888,35,84.94,24.750336
904,35,84.94,25.196288
917,35,84.94,25.558624
928,35,84.94,25.865216
938,35,84.94,26.143936
945,35,84.94,26.33904
950,35,84.94,26.4784
953,35,84.94,26.562016
955,35,84.94,26.61776
954,35,84.94,26.589888
952,35,84.94,26.534144
947,35,84.94,26.394784
941,35,84.94,26.227552
932,35,84.94,25.976704
921,35,84.94,25.670112
908,35,84.94,25.307776
893,35,84.94,24.889696
876,35,84.94,24.415872
857,35,84.94,23.886304
836,35,84.94,23.300992
812,35,84.94,22.632064
784,35,84.94,21.851648
755,35,84.94,21.04336
724,35,84.94,20.179328
692,34,85.54,18.5641456
658,34,85.54,17.6520344
625,33,86.14,16.1135
593,33,86.14,15.2884888
559,33,86.14,14.4119144
525,32,86.74,12.98661
489,32,86.74,12.0960996
452,32,86.74,11.1808528
414,32,86.74,10.2408696
376,32,86.74,9.3008864
338,32,86.74,8.3609032
300,32,86.74,7.42092
262,32,86.74,6.4809368
225,32,86.74,5.56569
188,32,86.74,4.6504432
154,32,86.74,3.8094056
121,32,86.74,2.9931044
118,31,87.34,2.7955616
148,31,87.34,3.5062976
179,31,87.34,4.2407248
218,31,87.34,5.1646816
261,31,87.34,6.1834032
307,31,87.34,7.2731984
342,31,87.34,8.1023904
389,31,87.34,9.2158768
425,32,86.74,10.51297
460,32,86.74,11.378744
495,32,86.74,12.244518
529,32,86.74,13.0855556
562,32,86.74,13.9018568
593,32,86.74,14.6686852
607,32,86.74,15.0149948
614,32,86.74,15.1881496
646,32,86.74,15.9797144
703,33,86.14,18.1244648
727,33,86.14,18.7432232
749,33,86.14,19.3104184
770,34,85.54,20.656636
789,34,85.54,21.1663452
806,34,85.54,21.6224008
821,34,85.54,22.0248028
834,34,85.54,22.3735512
846,34,85.54,22.6954728
856,34,85.54,22.9637408
865,35,84.94,24.10928
871,35,84.94,24.276512
876,35,84.94,24.415872
878,35,84.94,24.471616
879,35,84.94,24.499488
877,35,84.94,24.443744
872,35,84.94,24.304384
866,35,84.94,24.137152
858,34,85.54,23.0173944
848,34,85.54,22.7491264
836,34,85.54,22.4272048
823,34,85.54,22.0784564
808,34,85.54,21.6760544
791,34,85.54,21.2199988
773,34,85.54,20.7371164
752,34,85.54,20.1737536
731,34,85.54,19.6103908
710,34,85.54,19.047028
688,34,85.54,18.4568384
664,34,85.54,17.8129952
639,33,86.14,16.4744424
612,33,86.14,15.7783392
583,33,86.14,15.0306728
552,33,86.14,14.2314432
519,33,86.14,13.3806504
486,33,86.14,12.5298576
451,33,86.14,11.6275016
415,33,86.14,10.699364
379,33,86.14,9.7712264
344,33,86.14,8.8688704
308,33,86.14,7.9407328
272,33,86.14,7.0125952
237,32,86.74,5.8625268
203,32,86.74,5.0214892
170,32,86.74,4.205188
138,32,86.74,3.4136232
106,32,86.74,2.6220584
122,31,87.34,2.8903264
149,31,87.34,3.5299888
177,31,87.34,4.1933424
205,31,87.34,4.856696
228,31,87.34,5.4015936
247,31,87.34,5.8517264
272,32,86.74,6.7283008
300,32,86.74,7.42092
333,32,86.74,8.2372212
371,32,86.74,9.1772044
413,32,86.74,10.2161332
457,32,86.74,11.3045348
509,32,86.74,12.5908276
494,32,86.74,12.2197816
467,32,86.74,11.5518988
467,32,86.74,11.5518988
449,32,86.74,11.1066436
